algorithm,entries,cacheReferences,cacheReferencesRelat,cacheMisses,cacheMissesRelat,taskClock,taskClockRelat,cycles,cyclesRelat,instructions,instructionsRelat,elapsedSeconds
"quick_sort_demo",90000,284730,3.551,78626,27.614,80.18,7.502,37477468,0.467,33263160,0.89,0.010687603
"quick_sort_demo",0,153476,19.037,38780,25.268,8.06,4.656,3939373,0.489,2941853,0.75,0.001731702
"radix_sort_demo",700,163229,19.647,38940,23.856,8.31,4.800,3840185,0.462,2788162,0.73,0.001730818
"quick_sort_demo",800000,1307893,1.951,299274,22.882,670.54,7.904,315549271,0.471,295648326,0.94,0.084837023
"prime_custom_demo",20000000,22421878,1.634,7093386,31.636,13724.41,7.995,6817762627,0.497,10065854356,1.48,1.716536587
"prime_demo",4000,262906,15.583,79111,30.091,16.87,5.627,9471514,0.561,6194007,0.65,0.002998333
"quick_sort_demo",200,152253,22.982,38494,25.283,6.62,6.489,3274713,0.494,3077640,0.94,0.001020912
"prime_custom_demo",60,376778,39.310,58960,15.648,9.58,5.912,7637315,0.797,6687338,0.88,0.001621346
"quick_sort_demo",9,146571,18.053,34162,23.307,8.12,4.769,3735668,0.460,2779014,0.74,0.001702513
"quick_sort_demo",6000,166861,11.225,33689,20.190,14.87,5.284,6056391,0.407,3709931,0.61,0.002813221
"bubble_sort_demo",4000,290869,2.349,87414,30.053,123.84,7.493,59748971,0.482,100481211,1.68,0.016528226
"prime_custom_demo",90000,860570,33.112,127460,14.811,25.99,7.122,30334315,1.167,40277649,1.33,0.003649237
"prime_custom_demo",70000,700304,33.636,111590,15.935,20.82,6.817,23639755,1.135,30932791,1.31,0.003053909
"bubble_sort_demo",60000,253974496,6.276,12127075,4.775,40466.61,7.999,19845880010,0.490,22096953631,1.11,5.059001736
"radix_sort_demo",50000,249206,12.497,45398,18.217,19.94,6.178,9073584,0.455,8994376,0.99,0.003227894
"quick_sort_demo",20,155192,16.273,42421,27.335,9.54,5.205,4806173,0.504,3197845,0.67,0.001832408
"quick_sort_demo",5000,170989,13.919,38147,22.310,12.28,5.759,5377944,0.438,4013565,0.75,0.002133047
"bubble_sort_demo",200,146291,19.624,34585,23.641,7.45,4.672,3478603,0.467,3037254,0.87,0.001595609
"prime_demo",90,151171,17.589,37390,24.734,8.59,5.322,4081250,0.475,2914841,0.71,0.001614970
"bubble_sort_demo",0,185497,26.383,47492,25.603,7.03,5.215,3590998,0.511,3223782,0.90,0.001348137
"radix_sort_demo",4000,153493,15.251,44907,29.257,10.06,5.521,4905710,0.487,3664710,0.75,0.001822827
"quick_sort_demo",0,164113,20.526,38135,23.237,8.00,5.249,4084211,0.511,2990162,0.73,0.001523301
"radix_sort_demo",10000,173038,14.085,51887,29.986,12.28,6.227,6292611,0.512,4539505,0.72,0.001972885
"prime_custom_demo",5000000,6817864,2.950,1337175,19.613,2310.81,7.973,1173117480,0.508,1681384787,1.43,0.289838505
"prime_custom_demo",0,317070,38.093,61894,19.521,8.32,6.025,7799400,0.937,8269371,1.06,0.001381536
"quick_sort_demo",5,150756,26.095,37368,24.787,5.78,4.270,2771661,0.480,2829918,1.02,0.001352919
"radix_sort_demo",2,149320,18.614,35481,23.762,8.02,4.582,3576272,0.446,2762277,0.77,0.001750728
"radix_sort_demo",10000,165181,17.272,41811,25.312,9.56,5.652,4309882,0.451,4121976,0.96,0.001692172
"quick_sort_demo",90,160877,18.421,35471,22.049,8.73,5.099,3722653,0.426,2741724,0.74,0.001712846
"prime_custom_demo",800,319007,42.368,65167,20.428,7.53,5.502,7713452,1.024,8998499,1.17,0.001368510
"radix_sort_demo",7,168169,22.349,37217,22.131,7.52,4.645,3343833,0.444,2419999,0.72,0.001619935
"prime_custom_demo",8,466387,30.440,175020,37.527,15.32,6.053,14746170,0.962,12756344,0.87,0.002531106
"bubble_sort_demo",70000,365564706,6.659,7780177,2.128,54901.83,7.999,26940033839,0.491,30067687035,1.12,6.863550451
"prime_demo",6000000,3919316,0.524,634926,16.200,7481.05,7.994,3579761074,0.479,4361373101,1.22,0.935818423
"radix_sort_demo",70000,320297,13.148,61416,19.175,24.36,6.698,11423359,0.469,11680105,1.02,0.003636729
"prime_custom_demo",300,423438,45.051,62673,14.801,9.40,6.058,8218164,0.874,7655246,0.93,0.001551438
"radix_sort_demo",9,169615,15.026,45178,26.636,11.29,6.478,5406170,0.479,3009171,0.56,0.001742345
"prime_custom_demo",40000,553863,34.156,96286,17.384,16.22,6.862,16859269,1.040,19959657,1.18,0.002363149
"quick_sort_demo",10,165589,19.522,37029,22.362,8.48,4.510,3812049,0.449,2798580,0.73,0.001880850
"prime_custom_demo",700000,1391529,6.426,369992,26.589,216.56,7.793,137189597,0.634,207244418,1.51,0.027787082
"quick_sort_demo",40,147444,19.149,36659,24.863,7.70,4.417,3644937,0.473,2854367,0.78,0.001743244
"quick_sort_demo",700,170763,23.808,40330,23.618,7.17,5.364,3452272,0.481,2990928,0.87,0.001337211
"prime_custom_demo",900,388394,39.804,62796,16.168,9.76,5.707,8431759,0.864,8294464,0.98,0.001709869
"prime_demo",7000,160311,18.819,36786,22.947,8.52,5.028,3855870,0.453,3120926,0.81,0.001694137
"radix_sort_demo",40,165272,17.729,41124,24.883,9.32,5.503,4586422,0.492,3067747,0.67,0.001694086
"quick_sort_demo",8,152169,18.295,35105,23.070,8.32,4.483,3695476,0.444,2847390,0.77,0.001855339
"bubble_sort_demo",7,173991,18.582,43643,25.083,9.36,5.710,4805318,0.513,3205291,0.67,0.001639824
"bubble_sort_demo",4,158555,23.925,35731,22.535,6.63,4.828,3058462,0.462,2810896,0.92,0.001372490
"prime_custom_demo",30000000,14666468,0.633,2318802,15.810,23178.57,7.998,11088627569,0.478,16857133105,1.52,2.897965954
"quick_sort_demo",600000,1020138,2.055,223449,21.904,496.42,7.851,233955013,0.471,220332874,0.94,0.063231282
"quick_sort_demo",600,142215,22.885,34751,24.436,6.21,4.692,2918617,0.470,2929982,1.00,0.001324463
